name,country,tournament_year,position
Frans Hu Kon,Indonesia,1938,defender
Frans Alfred Meeng,Indonesia,1938,midfielder
Achmad Nawir,Indonesia,1938,midfielder
Isaak Pattiwael,Indonesia,1938,forward
Jack Samuels,Indonesia,1938,defender
Suvarte Soedarmadji,Indonesia,1938,forward
Hans Taihuttu,Indonesia,1938,forward
Mo Heng Tan,Indonesia,1938,goal keeper
See Han Tan,Indonesia,1938,forward
not applicable Teilherber,Indonesia,1938,forward
Rudi Telwe,Indonesia,1938,forward
Hong Djien The,Indonesia,1938,forward
Leen van Beuzekom,Indonesia,1938,goal keeper
not applicable Van Den Burgh,Indonesia,1938,midfielder
Hendrikus Zomers,Indonesia,1938,forward
Alfred Aston,France,1938,forward
Jean Bastien,France,1938,midfielder
Abdelkader Ben Bouali,France,1938,defender
François Bourbotte,France,1938,midfielder
Michel Brusseaux,France,1938,forward
Hector Cazenave,France,1938,defender
Roger Courtois,France,1938,forward
Julien Darui,France,1938,goal keeper
Edmond Delfour,France,1938,forward
Laurent Di Lorto,France,1938,goal keeper
Raoul Diagne,France,1938,midfielder
Oscar Heisserer,France,1938,forward
Lucien Jasseron,France,1938,midfielder
Auguste Jordan,France,1938,midfielder
Ignace Kowalczyk,France,1938,forward
René Llense,France,1938,goal keeper
Étienne Mattler,France,1938,defender
Jean Nicolas,France,1938,forward
Martin Povolny,France,1938,defender
Jules Vandooren,France,1938,defender
Émile Veinante,France,1938,forward
Mario Zatelli,France,1938,forward
Fritz Buchloh,Germany,1938,goal keeper
Josef Gauchel,Germany,1938,forward
Rudolf Gellesch,Germany,1938,forward
Ludwig Goldbrunner,Germany,1938,defender
Wilhelm Hahnemann,Germany,1938,forward
Hans Jakob,Germany,1938,goal keeper
Paul Janes,Germany,1938,defender
Albin Kitzinger,Germany,1938,midfielder
Andreas Kupfer,Germany,1938,midfielder
Ernst Lehner,Germany,1938,forward
Hans Mock,Germany,1938,midfielder
Reinhold Münzenberg,Germany,1938,defender
Leopold Neumer,Germany,1938,forward
Hans Pesser,Germany,1938,forward
Rudolf Raftl,Germany,1938,goal keeper
Willibald Schmaus,Germany,1938,defender
Otto Siffling,Germany,1938,forward
Stefan Skoumal,Germany,1938,midfielder
Jakob Streitle,Germany,1938,defender
Josef Stroh,Germany,1938,forward
Fritz Szepan,Germany,1938,forward
Franz Wagner,Germany,1938,midfielder
István Balogh,Hungary,1938,midfielder
Mihály Bíró,Hungary,1938,forward
Sándor Bíró,Hungary,1938,defender
László Cseh,Hungary,1938,forward
János Dudás,Hungary,1938,midfielder
József Háda,Hungary,1938,goal keeper
Vilmos Kohut,Hungary,1938,forward
Lajos Korányi,Hungary,1938,defender
Gyula Lázár,Hungary,1938,midfielder
József Pálinkás,Hungary,1938,goal keeper
Gyula Polgár,Hungary,1938,defender
Béla Sárosi,Hungary,1938,midfielder
György Sárosi,Hungary,1938,forward
Ferenc Sas,Hungary,1938,forward
Antal Szabó,Hungary,1938,goal keeper
Antal Szalay,Hungary,1938,midfielder
György Szűcs,Hungary,1938,midfielder
Pál Titkos,Hungary,1938,forward
Géza Toldi,Hungary,1938,forward
József Turay,Hungary,1938,midfielder
Jenő Vincze,Hungary,1938,forward
Gyula Zsengellér,Hungary,1938,forward
Michele Andreolo,Italy,1938,midfielder
Sergio Bertoni,Italy,1938,forward
Amedeo Biavati,Italy,1938,forward
Carlo Ceresoli,Italy,1938,goal keeper
Bruno Chizzo,Italy,1938,midfielder
Gino Colaussi,Italy,1938,forward
Aldo Donati,Italy,1938,midfielder
Giovanni Ferrari,Italy,1938,forward
Pietro Ferraris,Italy,1938,forward
Alfredo Foni,Italy,1938,defender
Mario Genta,Italy,1938,midfielder
Ugo Locatelli,Italy,1938,midfielder
Guido Masetti,Italy,1938,goal keeper
Giuseppe Meazza,Italy,1938,midfielder
Eraldo Monzeglio,Italy,1938,defender
Aldo Olivieri,Italy,1938,goal keeper
Renato Olmi,Italy,1938,midfielder
Piero Pasinati,Italy,1938,forward
Mario Perazzolo,Italy,1938,midfielder
Silvio Piola,Italy,1938,forward
Pietro Rava,Italy,1938,defender
Pietro Serantoni,Italy,1938,midfielder
Wim Anderiesen,Netherlands,1938,midfielder
Dick Been,Netherlands,1938,defender
Bertus Caldenhove,Netherlands,1938,defender
Piet de Boer,Netherlands,1938,forward
Bertus de Harder,Netherlands,1938,forward
Arie de Winter,Netherlands,1938,forward
Daaf Drok,Netherlands,1938,forward
Frans Hogenbirk,Netherlands,1938,midfielder
Niek Michel,Netherlands,1938,goal keeper
Klaas Ooms,Netherlands,1938,forward
Bas Paauwe,Netherlands,1938,midfielder
Rene Pijpers,Netherlands,1938,midfielder
Hendrikus Plenter,Netherlands,1938,defender
Piet Punt,Netherlands,1938,forward
Kick Smit,Netherlands,1938,forward
Frans van der Veen,Netherlands,1938,forward
Puck van Heel,Netherlands,1938,midfielder
Adri van Male,Netherlands,1938,goal keeper
Henk van Spaandonck,Netherlands,1938,forward
Leen Vente,Netherlands,1938,forward
Mauk Weber,Netherlands,1938,defender
Frank Wels,Netherlands,1938,forward
Roald Amundsen,Norway,1938,defender
Oddmund Andersen,Norway,1938,defender
Gunnar Andreassen,Norway,1938,midfielder
Hjalmar Andresen,Norway,1938,forward
Sverre Berglie,Norway,1938,midfielder
Arne Brustad,Norway,1938,forward
Knut Brynildsen,Norway,1938,forward
Nils Eriksen,Norway,1938,defender
Odd Frantzen,Norway,1938,forward
Sigurd Hansen,Norway,1938,midfielder
Kristian Henriksen,Norway,1938,midfielder
Rolf Holmberg,Norway,1938,midfielder
Øivind Holmsen,Norway,1938,defender
Arne Ileby,Norway,1938,forward
Magnar Isaksen,Norway,1938,forward
Rolf Johannessen,Norway,1938,defender
Henry Johansen,Norway,1938,goal keeper
Jørgen Juve,Norway,1938,defender
Anker Kihle,Norway,1938,goal keeper
Reidar Kvammen,Norway,1938,forward
Alf Martinsen,Norway,1938,forward
Sverre Nordby,Norway,1938,goal keeper
Stanisław Baran,Poland,1938,forward
Walter Brom,Poland,1938,goal keeper
Ewald Cebula,Poland,1938,forward
Ewald Dytko,Poland,1938,midfielder
Antoni Gałecki,Poland,1938,defender
Edmund Giemsa,Poland,1938,defender
Wilhelm Góra,Poland,1938,midfielder
Bolesław Habowski,Poland,1938,forward
Józef Korbas,Poland,1938,forward
Kazimierz Lis,Poland,1938,midfielder
Antoni Łyko,Poland,1938,forward
Edward Madejski,Poland,1938,goal keeper
Erwin Nyc,Poland,1938,midfielder
Leonard Piątek,Poland,1938,forward
Ryszard Piec,Poland,1938,forward
Wilhelm Piec,Poland,1938,midfielder
Fryderyk Scherfke,Poland,1938,forward
Władysław Szczepaniak,Poland,1938,defender
Edmund Twórz,Poland,1938,defender
Jan Wasiewicz,Poland,1938,midfielder
Ernst Wilimowski,Poland,1938,forward
Gerard Wodarz,Poland,1938,forward
Iuliu Baratky,Romania,1938,forward
Andrei Bărbulescu,Romania,1938,midfielder
Silviu Bindea,Romania,1938,forward
Iuliu Bodola,Romania,1938,forward
Ion Bogdan,Romania,1938,forward
Gheorghe Brandabura,Romania,1938,midfielder
Coloman Braun-Bogdan,Romania,1938,forward
Rudolf Bürger,Romania,1938,defender
Vasile Chiroiu,Romania,1938,defender
Vintilă Cossini,Romania,1938,midfielder
Mircea David,Romania,1938,goal keeper
Ștefan Dobay,Romania,1938,forward
Iacob Felecan,Romania,1938,defender
Nicolae Kovács,Romania,1938,forward
Ioachim Moldoveanu,Romania,1938,forward
Miklós Nagy,Romania,1938,forward
Dumitru Pavlovici,Romania,1938,goal keeper
Gyula Prassler,Romania,1938,forward
László Raffinsky,Romania,1938,midfielder
Gheorghe Rășinaru,Romania,1938,midfielder
Robert Sadowski,Romania,1938,goal keeper
Lazăr Sfera,Romania,1938,defender
Henock Abrahamsson,Sweden,1938,goal keeper
Erik Almgren,Sweden,1938,midfielder
Åke Andersson,Sweden,1938,forward
Harry Andersson,Sweden,1938,forward
Curt Bergsten,Sweden,1938,forward
Lennart Bunke,Sweden,1938,forward
Ivar Eriksson,Sweden,1938,defender
Karl-Erik Grahn,Sweden,1938,midfielder
Knut Hansson,Sweden,1938,forward
Sven Jacobsson,Sweden,1938,midfielder
Sven Jonasson,Sweden,1938,forward
Olle Källgren,Sweden,1938,defender
Tore Keller,Sweden,1938,forward
Arne Linderholm,Sweden,1938,midfielder
Erik Nilsson,Sweden,1938,defender
Harry Nilsson,Sweden,1938,defender
Arne Nyberg,Sweden,1938,forward
Erik Persson,Sweden,1938,forward
Gustav Sjöberg,Sweden,1938,goal keeper
Kurt Svanström,Sweden,1938,midfielder
Sven Unger,Sweden,1938,forward
Gustav Wetterström,Sweden,1938,forward
André Abegglen,Switzerland,1938,forward
Georges Aeby,Switzerland,1938,forward
Paul Aeby,Switzerland,1938,forward
Lauro Amadò,Switzerland,1938,forward
Erwin Ballabio,Switzerland,1938,goal keeper
Alfred Bickel,Switzerland,1938,forward
Renato Bizzozero,Switzerland,1938,goal keeper
Alessandro Frigerio,Switzerland,1938,forward
Tullio Grassi,Switzerland,1938,forward
Albert Guinchard,Switzerland,1938,midfielder
Willy Huber,Switzerland,1938,goal keeper
Leopold Kielholz,Switzerland,1938,forward
August Lehmann,Switzerland,1938,defender
Ernst Lörtscher,Switzerland,1938,midfielder
Severino Minelli,Switzerland,1938,defender
Oscar Rauch,Switzerland,1938,midfielder
Eugen Rupf,Switzerland,1938,forward
Hermann Springer,Switzerland,1938,midfielder
Adolf Stelzer,Switzerland,1938,defender
Sirio Vernati,Switzerland,1938,midfielder
Fritz Wagner,Switzerland,1938,forward
Eugen Walaschek,Switzerland,1938,forward
Alberto Achá,Bolivia,1950,defender
Víctor Celestino Algarañaz,Bolivia,1950,forward
Alberto Aparicio,Bolivia,1950,midfielder
Duberty Aráoz,Bolivia,1950,midfielder
Vicente Arraya,Bolivia,1950,goal keeper
Juan Arricio,Bolivia,1950,midfielder
Víctor Brown,Bolivia,1950,forward
José Bustamante,Bolivia,1950,defender
René Cabrera,Bolivia,1950,midfielder
Roberto Capparelli,Bolivia,1950,forward
Leonardo Ferrel,Bolivia,1950,midfielder
Benedicto Godoy Véizaga,Bolivia,1950,forward
Antonio Greco,Bolivia,1950,defender
Juan Guerra,Bolivia,1950,forward
Benigno Gutiérrez,Bolivia,1950,forward
Eduardo Gutiérrez,Bolivia,1950,goal keeper
Benjamin Maldonado,Bolivia,1950,forward
Mario Mena,Bolivia,1950,forward
Humberto Saavedra,Bolivia,1950,midfielder
Eulogio Sandoval,Bolivia,1950,midfielder
Víctor Agustín Ugarte,Bolivia,1950,forward
Antonio Valencia,Bolivia,1950,midfielder
not applicable Adãozinho,Brazil,1950,forward
not applicable Ademir,Brazil,1950,forward
not applicable Alfredo,Brazil,1950,forward
not applicable Augusto,Brazil,1950,defender
not applicable Baltazar,Brazil,1950,forward
not applicable Barbosa,Brazil,1950,goal keeper
not applicable Bauer,Brazil,1950,midfielder
not applicable Bigode,Brazil,1950,midfielder
Carlos José Castilho,Brazil,1950,goal keeper
not applicable Chico,Brazil,1950,forward
not applicable Danilo,Brazil,1950,midfielder
not applicable Ely,Brazil,1950,midfielder
not applicable Friaça,Brazil,1950,forward
not applicable Jair,Brazil,1950,forward
not applicable Juvenal,Brazil,1950,defender
not applicable Maneca,Brazil,1950,forward
not applicable Nena,Brazil,1950,defender
not applicable Noronha,Brazil,1950,midfielder
not applicable Rodrigues,Brazil,1950,forward
not applicable Rui,Brazil,1950,midfielder
Nílton Santos,Brazil,1950,defender
not applicable Zizinho,Brazil,1950,forward
Manuel Álvarez Jiménez,Chile,1950,defender
Miguel Busquets,Chile,1950,midfielder
Fernando Campos,Chile,1950,midfielder
Hernán Carvallo,Chile,1950,midfielder
Atilio Cremaschi,Chile,1950,forward
Guillermo Díaz,Chile,1950,forward
Arturo Farías,Chile,1950,defender
Miguel Flores,Chile,1950,defender
Carlos Ibáñez,Chile,1950,forward
Raimundo Infante,Chile,1950,forward
Sergio Livingstone,Chile,1950,goal keeper
Manuel Machuca,Chile,1950,defender
Luis Mayanés,Chile,1950,forward
Manuel Muñoz,Chile,1950,forward
Andrés Prieto,Chile,1950,forward
René Quitral,Chile,1950,goal keeper
Fernando Riera,Chile,1950,forward
George Robledo,Chile,1950,forward
Carlos Rojas,Chile,1950,midfielder
Fernando Roldán,Chile,1950,defender
Osvaldo Saez,Chile,1950,midfielder
Francisco Urroz,Chile,1950,defender
John Aston,England,1950,defender
Eddie Baily,England,1950,forward
Roy Bentley,England,1950,forward
Henry Cockburn,England,1950,midfielder
Jimmy Dickinson,England,1950,midfielder
Ted Ditchburn,England,1950,goal keeper
Bill Eckersley,England,1950,defender
Tom Finney,England,1950,forward
Laurie Hughes,England,1950,defender
Wilf Mannion,England,1950,forward
Stanley Matthews,England,1950,forward
Jackie Milburn,England,1950,forward
Stan Mortensen,England,1950,forward
Jimmy Mullen,England,1950,forward
Bill Nicholson,England,1950,midfielder
Alf Ramsey,England,1950,defender
Laurie Scott,England,1950,defender
Jim Taylor,England,1950,defender
Willie Watson,England,1950,midfielder
Bert Williams,England,1950,goal keeper
Billy Wright,England,1950,midfielder
Amedeo Amadei,Italy,1950,forward
Carlo Annovazzi,Italy,1950,defender
Ivano Blason,Italy,1950,defender
Giampiero Boniperti,Italy,1950,forward
Aldo Campatelli,Italy,1950,forward
Gino Cappello,Italy,1950,forward
Emilio Caprile,Italy,1950,forward
Riccardo Carapellese,Italy,1950,forward
Giuseppe Casari,Italy,1950,goal keeper
Osvaldo Fattori,Italy,1950,defender
Zeffiro Furiassi,Italy,1950,defender
Attilio Giovannini,Italy,1950,defender
Benito Lorenzi,Italy,1950,forward
Augusto Magli,Italy,1950,midfielder
Giacomo Mari,Italy,1950,midfielder
Giuseppe Moro,Italy,1950,goal keeper
Ermes Muccinelli,Italy,1950,forward
Egisto Pandolfini,Italy,1950,forward
Carlo Parola,Italy,1950,midfielder
Leandro Remondini,Italy,1950,midfielder
Lucidio Sentimenti,Italy,1950,goal keeper
Omero Tognon,Italy,1950,midfielder
José Luis Borbolla,Mexico,1950,forward
Antonio Carbajal,Mexico,1950,goal keeper
Horacio Casarín,Mexico,1950,forward
Raúl Córdoba,Mexico,1950,goal keeper
Samuel Cuburu,Mexico,1950,midfielder
Antonio Flores,Mexico,1950,midfielder
Gregorio Gómez,Mexico,1950,defender
Carlos Guevara,Mexico,1950,midfielder
Manuel Gutiérrez,Mexico,1950,defender
Francisco Hernández,Mexico,1950,midfielder
Alfonso Montemayor,Mexico,1950,defender
José Naranjo,Mexico,1950,forward
Leonardo Navarro,Mexico,1950,forward
Mario Ochoa,Mexico,1950,midfielder
Héctor Ortiz,Mexico,1950,midfielder
Mario Pérez,Mexico,1950,midfielder
Max Prieto,Mexico,1950,forward
José Antonio Roca,Mexico,1950,defender
Rodrigo Ruiz,Mexico,1950,defender
Carlos Septién,Mexico,1950,forward
José Velázquez,Mexico,1950,forward
Felipe Zetter,Mexico,1950,defender
Enrique Avalos,Paraguay,1950,forward
Marcial Avalos,Paraguay,1950,forward
Melanio Baez,Paraguay,1950,midfielder
Ángel Berni,Paraguay,1950,forward
Antonio Cabrera,Paraguay,1950,defender
Lorenzo Calonga,Paraguay,1950,forward
Juan Cañete,Paraguay,1950,forward
Castor Cantero,Paraguay,1950,midfielder
Pablo Centurión,Paraguay,1950,goal keeper
Casiano Céspedes,Paraguay,1950,defender
César López Fretes,Paraguay,1950,forward
Manuel Gavilán,Paraguay,1950,defender
Alberto González,Paraguay,1950,defender
Armando González,Paraguay,1950,midfielder
Darío Jara Saguier,Paraguay,1950,forward
Victoriano Leguizamón,Paraguay,1950,midfielder
Atilio López,Paraguay,1950,forward
Hilarión Osorio,Paraguay,1950,forward
Elioro Paredes,Paraguay,1950,defender
Francisco Sosa,Paraguay,1950,forward
Leongino Unzaim,Paraguay,1950,forward
Marcelino Vargas,Paraguay,1950,goal keeper
Juan Acuña,Spain,1950,goal keeper
Gabriel Alonso,Spain,1950,defender
Francisco Antúnez,Spain,1950,defender
Vicente Asensi,Spain,1950,defender
Estanislau Basora,Spain,1950,forward
not applicable César,Spain,1950,forward
Ignacio Eizaguirre,Spain,1950,goal keeper
Agustín Gaínza,Spain,1950,forward
Josep Gonzalvo,Spain,1950,defender
Marià Gonzalvo,Spain,1950,midfielder
Rosendo Hernández,Spain,1950,forward
Silvestre Igoa,Spain,1950,forward
José Juncosa,Spain,1950,forward
Rafael Lesmes,Spain,1950,defender
Luis Molowny,Spain,1950,midfielder
not applicable Nando,Spain,1950,midfielder
José Luis Panizo,Spain,1950,midfielder
José Parra,Spain,1950,defender
Antonio Puchades,Spain,1950,midfielder
Antoni Ramallets,Spain,1950,goal keeper
Alfonso Silva,Spain,1950,midfielder
Telmo Zarra,Spain,1950,forward
Olle Åhlund,Sweden,1950,midfielder
Sune Andersson,Sweden,1950,midfielder
Ingvar Gärd,Sweden,1950,midfielder
Hasse Jeppson,Sweden,1950,forward
Gunnar Johansson,Sweden,1950,defender
Egon Jönsson,Sweden,1950,forward
Torsten Lindberg,Sweden,1950,goal keeper
Arne Månsson,Sweden,1950,defender
Bror Mellberg,Sweden,1950,forward
Erik Nilsson,Sweden,1950,defender
Stellan Nilsson,Sweden,1950,forward
Knut Nordahl,Sweden,1950,midfielder
Karl-Erik Palmér,Sweden,1950,forward
Kjell Rosén,Sweden,1950,midfielder
Ingvar Rydell,Sweden,1950,forward
Lennart Samuelsson,Sweden,1950,defender
Lennart Skoglund,Sweden,1950,forward
Stig Sundqvist,Sweden,1950,forward
Kalle Svensson,Sweden,1950,goal keeper
Kurt Svensson,Sweden,1950,forward
Tore Svensson,Sweden,1950,goal keeper
Börje Tapper,Sweden,1950,forward
Charles Antenen,Switzerland,1950,forward
René Bader,Switzerland,1950,forward
Walter Beerli,Switzerland,1950,forward
Alfred Bickel,Switzerland,1950,forward
Roger Bocquet,Switzerland,1950,defender
Eugen Corrodi,Switzerland,1950,goal keeper
Oliver Eggimann,Switzerland,1950,midfielder
Jacques Fatton,Switzerland,1950,forward
Hans-Peter Friedländer,Switzerland,1950,forward
Rudolf Gyger,Switzerland,1950,defender
Adolphe Hug,Switzerland,1950,goal keeper
Willy Kernen,Switzerland,1950,defender
Gerhard Lusenti,Switzerland,1950,forward
André Neury,Switzerland,1950,defender
Roger Quinche,Switzerland,1950,midfielder
Kurt Rey,Switzerland,1950,defender
Walter Schneiter,Switzerland,1950,forward
Hans Siegenthaler,Switzerland,1950,forward
Felice Soldini,Switzerland,1950,midfielder
Willi Steffen,Switzerland,1950,defender
Georges Stuber,Switzerland,1950,goal keeper
Jean Tamini,Switzerland,1950,forward
Robert Annis,United States,1950,defender
Walter Bahr,United States,1950,midfielder
Frank Borghi,United States,1950,goal keeper
Charlie Colombo,United States,1950,midfielder
Geoff Coombes,United States,1950,defender
Robert Craddock,United States,1950,forward
Nicholas DiOrio,United States,1950,forward
Joe Gaetjens,United States,1950,forward
Gino Gardassanich,United States,1950,goal keeper
Harry Keough,United States,1950,defender
Joe Maca,United States,1950,defender
Ed McIlvenny,United States,1950,midfielder
Frank Moniz,United States,1950,forward
Gino Pariani,United States,1950,forward
Ed Souza,United States,1950,forward
John Souza,United States,1950,forward
Frank Wallace,United States,1950,forward
Adam Wolanin,United States,1950,forward
Julio César Britos,Uruguay,1950,forward
Juan Burgueño,Uruguay,1950,forward
Schubert Gambetta,Uruguay,1950,defender
Alcides Ghiggia,Uruguay,1950,forward
Juan Carlos González,Uruguay,1950,defender
Matías González,Uruguay,1950,defender
William Martínez,Uruguay,1950,defender
Roque Máspoli,Uruguay,1950,goal keeper
Oscar Míguez,Uruguay,1950,forward
Rubén Morán,Uruguay,1950,forward
Washington Ortuño,Uruguay,1950,midfielder
Aníbal Paz,Uruguay,1950,goal keeper
Julio Pérez,Uruguay,1950,forward
Rodolfo Pini,Uruguay,1950,midfielder
Luis Rijo,Uruguay,1950,forward
Víctor Rodríguez Andrade,Uruguay,1950,midfielder
Carlos Romero,Uruguay,1950,forward
Juan Alberto Schiaffino,Uruguay,1950,forward
Eusebio Tejera,Uruguay,1950,defender
Obdulio Varela,Uruguay,1950,midfielder
Ernesto Vidal,Uruguay,1950,forward
Héctor Vilches,Uruguay,1950,defender
Aleksandar Atanacković,Serbia,1950,midfielder
Vladimir Beara,Serbia,1950,goal keeper
Stjepan Bobek,Serbia,1950,forward
